Arc Floor One,11/26/2022,03:09 PM,Open,45
Climbing,11/22/2022,09:13 PM,Closed, 0
Arc Olympic Lifting Zones,11/26/2022,05:30 PM,Open,100
Arc Olympic Lifting Zones,11/26/2022,03:09 PM,Open,75
Arc Olympic Lifting Zones,11/26/2022,05:30 PM,Open,90
